video_id,gesture_name,new_label,source_split,assigned_split
8542,Stop Sign,3,train,train_70
92842,Swipe Right,1,train,train_70
53675,Stop Sign,3,train,train_70
113912,Swipe Right,1,train,train_70
55626,Swipe Right,1,train,train_70
47404,Stop Sign,3,train,train_70
44788,Stop Sign,3,train,train_70
22860,Swipe Right,1,train,train_70
31607,Stop Sign,3,train,train_70
110348,Swipe Right,1,train,train_70
37696,Swipe Right,1,train,train_70
88592,Swipe Right,1,train,train_70
30737,Rolling Hand Forward,2,train,train_70
101263,Stop Sign,3,train,train_70
118089,Swipe Right,1,train,train_70
115628,Rolling Hand Forward,2,train,train_70
90166,Swipe Right,1,train,train_70
14618,Swipe Left,0,train,train_70
137888,Swipe Left,0,train,train_70
137298,Swipe Left,0,train,train_70
104773,Rolling Hand Forward,2,train,train_70
53166,Stop Sign,3,train,train_70
31292,Rolling Hand Forward,2,train,train_70
89289,Swipe Left,0,train,train_70
21544,Stop Sign,3,train,train_70
15032,Swipe Right,1,train,train_70
90355,Swipe Left,0,train,train_70
64194,Rolling Hand Forward,2,train,train_70
90186,Stop Sign,3,train,train_70
143810,Rolling Hand Forward,2,train,train_70
93959,Swipe Right,1,train,train_70
20939,Swipe Left,0,train,train_70
25934,Swipe Left,0,train,train_70
4705,Stop Sign,3,train,train_70
15659,Rolling Hand Forward,2,train,train_70
138701,Rolling Hand Forward,2,train,train_70
131265,Rolling Hand Forward,2,train,train_70
24675,Rolling Hand Forward,2,train,train_70
102111,Stop Sign,3,train,train_70
18841,Swipe Left,0,train,train_70
8038,Swipe Right,1,train,train_70
135952,Swipe Right,1,train,train_70
59984,Swipe Left,0,train,train_70
6740,Stop Sign,3,train,train_70
138054,Rolling Hand Forward,2,train,train_70
107757,Swipe Left,0,train,train_70
75664,Swipe Left,0,train,train_70
93766,Rolling Hand Forward,2,train,train_70
35067,Rolling Hand Forward,2,train,train_70
89076,Swipe Left,0,train,train_70
107735,Swipe Left,0,train,train_70
6075,Stop Sign,3,train,train_70
139662,Stop Sign,3,train,train_70
41574,Rolling Hand Forward,2,train,train_70
89636,Swipe Right,1,train,train_70
82699,Swipe Left,0,train,train_70
84286,Swipe Left,0,train,train_70
76349,Rolling Hand Forward,2,train,train_70
62504,Stop Sign,3,train,train_70
27141,Stop Sign,3,train,train_70
53900,Swipe Right,1,train,train_70
5143,Stop Sign,3,train,train_70
59611,Swipe Right,1,train,train_70
75759,Stop Sign,3,train,train_70
139883,Stop Sign,3,train,train_70
85325,Rolling Hand Forward,2,train,train_70
125388,Rolling Hand Forward,2,train,train_70
97011,Stop Sign,3,train,train_70
56146,Stop Sign,3,train,train_70
120867,Stop Sign,3,train,train_70
51244,Stop Sign,3,train,train_70
31040,Swipe Right,1,train,train_70
141393,Swipe Left,0,train,train_70
104639,Swipe Left,0,train,train_70
132196,Stop Sign,3,train,train_70
37465,Swipe Right,1,train,train_70
32559,Swipe Left,0,train,train_70
118946,Stop Sign,3,train,train_70
54442,Swipe Left,0,train,train_70
58432,Swipe Right,1,train,train_70
95565,Stop Sign,3,train,train_70
100450,Swipe Right,1,train,train_70
36481,Swipe Right,1,train,train_70
35829,Swipe Right,1,train,train_70
142450,Rolling Hand Forward,2,train,train_70
52092,Swipe Right,1,train,train_70
66291,Swipe Right,1,train,train_70
51868,Stop Sign,3,train,train_70
128519,Swipe Left,0,train,train_70
90525,Rolling Hand Forward,2,train,train_70
133210,Stop Sign,3,train,train_70
79541,Stop Sign,3,train,train_70
110440,Swipe Left,0,train,train_70
7638,Swipe Left,0,train,train_70
109358,Rolling Hand Forward,2,train,train_70
113669,Stop Sign,3,train,train_70
115718,Rolling Hand Forward,2,train,train_70
98582,Swipe Right,1,train,train_70
113080,Swipe Right,1,train,train_70
14443,Swipe Right,1,train,train_70
55178,Swipe Right,1,train,train_70
102788,Swipe Left,0,train,train_70
43304,Rolling Hand Forward,2,train,train_70
25576,Swipe Left,0,train,train_70
146389,Stop Sign,3,train,train_70
97798,Stop Sign,3,train,train_70
105114,Stop Sign,3,train,train_70
38873,Rolling Hand Forward,2,train,train_70
94307,Swipe Right,1,train,train_70
66848,Swipe Right,1,train,train_70
42204,Stop Sign,3,train,train_70
25381,Swipe Right,1,train,train_70
100796,Rolling Hand Forward,2,train,train_70
74260,Swipe Left,0,train,train_70
120742,Stop Sign,3,train,train_70
13635,Rolling Hand Forward,2,train,train_70
135189,Rolling Hand Forward,2,train,train_70
75433,Swipe Left,0,train,train_70
95655,Rolling Hand Forward,2,train,train_70
139492,Swipe Right,1,train,train_70
109814,Stop Sign,3,train,train_70
66745,Stop Sign,3,train,train_70
115441,Rolling Hand Forward,2,train,train_70
46495,Swipe Left,0,train,train_70
36111,Stop Sign,3,train,train_70
80777,Stop Sign,3,train,train_70
39454,Swipe Right,1,train,train_70
19601,Swipe Left,0,train,train_70
104025,Rolling Hand Forward,2,train,train_70
139051,Swipe Left,0,train,train_70
89561,Swipe Left,0,train,train_70
46252,Swipe Right,1,train,train_70
57964,Stop Sign,3,train,train_70
49402,Rolling Hand Forward,2,train,train_70
122615,Stop Sign,3,train,train_70
98628,Swipe Left,0,train,train_70
64371,Swipe Left,0,train,train_70
140835,Swipe Right,1,train,train_70
39435,Swipe Left,0,train,train_70
43740,Swipe Left,0,train,train_70
143092,Swipe Left,0,train,train_70
95871,Stop Sign,3,train,train_70
133294,Rolling Hand Forward,2,train,train_70
127604,Rolling Hand Forward,2,train,train_70
70252,Swipe Left,0,train,train_70
102025,Stop Sign,3,train,train_70
51493,Stop Sign,3,train,train_70
116123,Swipe Right,1,train,train_70
114514,Swipe Right,1,train,train_70
43989,Rolling Hand Forward,2,train,train_70
11201,Swipe Right,1,train,train_70
11835,Swipe Left,0,train,train_70
3038,Rolling Hand Forward,2,train,train_70
13328,Swipe Right,1,train,train_70
84909,Swipe Right,1,train,train_70
117975,Swipe Left,0,train,train_70
147243,Stop Sign,3,train,train_70
37762,Swipe Left,0,train,train_70
17648,Swipe Right,1,train,train_70
129856,Swipe Right,1,train,train_70
45443,Swipe Right,1,train,train_70
80572,Rolling Hand Forward,2,train,train_70
90833,Stop Sign,3,train,train_70
27878,Swipe Right,1,train,train_70
64163,Rolling Hand Forward,2,train,train_70
24709,Swipe Right,1,train,train_70
23910,Rolling Hand Forward,2,train,train_70
103705,Stop Sign,3,train,train_70
141151,Rolling Hand Forward,2,train,train_70
91008,Swipe Left,0,train,train_70
146005,Swipe Left,0,train,train_70
137902,Swipe Left,0,train,train_70
62904,Swipe Right,1,train,train_70
88001,Swipe Right,1,train,train_70
82333,Swipe Right,1,train,train_70
82173,Swipe Right,1,train,train_70
61453,Stop Sign,3,train,train_70
28573,Rolling Hand Forward,2,train,train_70
28261,Stop Sign,3,train,train_70
85118,Swipe Right,1,train,train_70
108339,Swipe Right,1,train,train_70
105543,Swipe Left,0,train,train_70
74749,Swipe Left,0,train,train_70
46263,Rolling Hand Forward,2,train,train_70
54729,Swipe Left,0,train,train_70
88536,Swipe Left,0,train,train_70
145631,Swipe Right,1,train,train_70
145416,Swipe Right,1,train,train_70
120873,Rolling Hand Forward,2,train,train_70
103586,Swipe Right,1,train,train_70
64950,Swipe Right,1,train,train_70
76132,Swipe Left,0,train,train_70
55496,Swipe Right,1,train,train_70
128141,Swipe Left,0,train,train_70
69885,Rolling Hand Forward,2,train,train_70
53247,Stop Sign,3,train,train_70
55460,Swipe Right,1,train,train_70
16961,Stop Sign,3,train,train_70
31232,Rolling Hand Forward,2,train,train_70
89862,Rolling Hand Forward,2,train,train_70
17828,Swipe Left,0,train,train_70
18604,Stop Sign,3,train,train_70
42579,Swipe Right,1,train,train_70
145693,Swipe Left,0,train,train_70
27649,Swipe Right,1,train,train_70
14980,Stop Sign,3,train,train_70
10297,Stop Sign,3,train,train_70
39616,Swipe Right,1,train,train_70
10288,Swipe Left,0,train,train_70
83880,Rolling Hand Forward,2,train,train_70
45879,Swipe Right,1,train,train_70
14535,Stop Sign,3,train,train_70
20001,Rolling Hand Forward,2,train,train_70
124332,Stop Sign,3,train,train_70
132344,Swipe Right,1,train,train_70
147554,Rolling Hand Forward,2,train,train_70
62369,Swipe Left,0,train,train_70
142833,Swipe Right,1,train,train_70
102638,Rolling Hand Forward,2,train,train_70
21399,Stop Sign,3,train,train_70
41933,Swipe Left,0,train,train_70
137961,Stop Sign,3,train,train_70
138320,Stop Sign,3,train,train_70
37002,Rolling Hand Forward,2,train,train_70
92587,Stop Sign,3,train,train_70
104583,Swipe Right,1,train,train_70
121842,Rolling Hand Forward,2,train,train_70
144305,Swipe Right,1,train,train_70
5976,Swipe Right,1,train,train_70
106757,Swipe Left,0,train,train_70
64676,Rolling Hand Forward,2,train,train_70
111866,Swipe Right,1,train,train_70
94857,Swipe Right,1,train,train_70
136828,Rolling Hand Forward,2,train,train_70
26861,Rolling Hand Forward,2,train,train_70
21993,Rolling Hand Forward,2,train,train_70
96086,Swipe Left,0,train,train_70
8333,Swipe Right,1,train,train_70
103632,Rolling Hand Forward,2,train,train_70
21888,Swipe Left,0,train,train_70
115326,Swipe Right,1,train,train_70
12384,Swipe Right,1,train,train_70
56792,Swipe Left,0,train,train_70
65386,Rolling Hand Forward,2,train,train_70
52542,Stop Sign,3,train,train_70
144745,Stop Sign,3,train,train_70
49372,Swipe Right,1,train,train_70
69430,Swipe Right,1,train,train_70
47531,Stop Sign,3,train,train_70
143302,Rolling Hand Forward,2,train,train_70
6273,Swipe Left,0,train,train_70
55239,Swipe Left,0,train,train_70
80713,Stop Sign,3,train,train_70
460,Rolling Hand Forward,2,train,train_70
116955,Rolling Hand Forward,2,train,train_70
119999,Stop Sign,3,train,train_70
42260,Swipe Right,1,train,train_70
146760,Swipe Left,0,train,train_70
133132,Rolling Hand Forward,2,train,train_70
104364,Rolling Hand Forward,2,train,train_70
19921,Swipe Left,0,train,train_70
125071,Rolling Hand Forward,2,train,train_70
128922,Rolling Hand Forward,2,train,train_70
71596,Swipe Left,0,train,train_70
17670,Swipe Right,1,train,train_70
141275,Swipe Right,1,train,train_70
111952,Rolling Hand Forward,2,train,train_70
62144,Swipe Left,0,train,train_70
22707,Swipe Right,1,train,train_70
49255,Rolling Hand Forward,2,train,train_70
25530,Swipe Right,1,train,train_70
69053,Rolling Hand Forward,2,train,train_70
90003,Swipe Right,1,train,train_70
99484,Rolling Hand Forward,2,train,train_70
13590,Rolling Hand Forward,2,train,train_70
19297,Swipe Left,0,train,train_70
59168,Swipe Right,1,train,train_70
99088,Rolling Hand Forward,2,train,train_70
71559,Stop Sign,3,train,train_70
103662,Stop Sign,3,train,train_70
129690,Stop Sign,3,train,train_70
116785,Stop Sign,3,train,train_70
80818,Swipe Left,0,train,train_70
98778,Stop Sign,3,train,train_70
90730,Stop Sign,3,train,train_70
51625,Swipe Right,1,train,train_70
31638,Swipe Left,0,train,train_70
132293,Rolling Hand Forward,2,train,train_70
65780,Swipe Left,0,train,train_70
7683,Swipe Left,0,train,train_70
57803,Stop Sign,3,train,train_70
64257,Swipe Left,0,train,train_70
102600,Rolling Hand Forward,2,train,train_70
128108,Stop Sign,3,train,train_70
21097,Swipe Left,0,train,train_70
77041,Rolling Hand Forward,2,train,train_70
35159,Rolling Hand Forward,2,train,train_70
134807,Stop Sign,3,train,train_70
137262,Swipe Left,0,train,train_70
54558,Rolling Hand Forward,2,train,train_70
49146,Rolling Hand Forward,2,train,train_70
95962,Swipe Left,0,train,train_70
137168,Swipe Left,0,train,train_70
25579,Swipe Right,1,train,train_70
117202,Swipe Right,1,train,train_70
137824,Swipe Right,1,train,train_70
127674,Swipe Right,1,train,train_70
74230,Swipe Right,1,train,train_70
64140,Swipe Right,1,train,train_70
36073,Swipe Right,1,train,train_70
23301,Swipe Left,0,train,train_70
51587,Rolling Hand Forward,2,train,train_70
79758,Rolling Hand Forward,2,train,train_70
23975,Swipe Right,1,train,train_70
33291,Swipe Right,1,train,train_70
122051,Stop Sign,3,train,train_70
19121,Swipe Right,1,train,train_70
11611,Stop Sign,3,train,train_70
48059,Stop Sign,3,train,train_70
33855,Swipe Left,0,train,train_70
98641,Swipe Right,1,train,train_70
138346,Stop Sign,3,train,train_70
215,Rolling Hand Forward,2,train,train_70
41160,Swipe Left,0,train,train_70
103305,Swipe Right,1,train,train_70
94009,Rolling Hand Forward,2,train,train_70
44148,Rolling Hand Forward,2,train,train_70
121950,Swipe Left,0,train,train_70
40324,Stop Sign,3,train,train_70
82064,Stop Sign,3,train,train_70
38501,Swipe Right,1,train,train_70
135640,Swipe Right,1,train,train_70
54053,Swipe Right,1,train,train_70
59164,Swipe Right,1,train,train_70
53617,Rolling Hand Forward,2,train,train_70
127914,Stop Sign,3,train,train_70
106367,Stop Sign,3,train,train_70
79892,Stop Sign,3,train,train_70
39307,Rolling Hand Forward,2,train,train_70
93027,Swipe Right,1,train,train_70
67741,Rolling Hand Forward,2,train,train_70
72843,Rolling Hand Forward,2,train,train_70
42182,Rolling Hand Forward,2,train,train_70
40703,Rolling Hand Forward,2,train,train_70
143227,Swipe Left,0,train,train_70
73304,Swipe Left,0,train,train_70
20833,Swipe Right,1,train,train_70
100476,Swipe Right,1,train,train_70
127243,Stop Sign,3,train,train_70
146380,Stop Sign,3,train,train_70
28654,Swipe Left,0,train,train_70
87542,Stop Sign,3,train,train_70
49582,Rolling Hand Forward,2,train,train_70
7766,Stop Sign,3,train,train_70
43220,Rolling Hand Forward,2,train,train_70
23158,Stop Sign,3,train,train_70
109241,Swipe Right,1,train,train_70
114477,Stop Sign,3,train,train_70
37312,Swipe Right,1,train,train_70
72936,Rolling Hand Forward,2,train,train_70
103178,Stop Sign,3,train,train_70
119802,Rolling Hand Forward,2,train,train_70
140810,Swipe Left,0,train,train_70
143576,Rolling Hand Forward,2,train,train_70
43072,Rolling Hand Forward,2,train,train_70
97569,Swipe Right,1,train,train_70
134425,Rolling Hand Forward,2,train,train_70
15758,Swipe Right,1,train,train_70
28231,Swipe Right,1,train,train_70
97551,Rolling Hand Forward,2,train,train_70
1476,Swipe Right,1,train,train_70
132095,Stop Sign,3,train,train_70
75681,Rolling Hand Forward,2,train,train_70
24803,Rolling Hand Forward,2,train,train_70
133607,Swipe Right,1,train,train_70
96787,Swipe Left,0,train,train_70
113712,Swipe Right,1,train,train_70
104145,Swipe Left,0,train,train_70
111612,Rolling Hand Forward,2,train,train_70
114286,Stop Sign,3,train,train_70
86237,Swipe Right,1,train,train_70
23523,Stop Sign,3,train,train_70
76876,Stop Sign,3,train,train_70
66290,Swipe Right,1,train,train_70
91359,Rolling Hand Forward,2,train,train_70
33530,Swipe Right,1,train,train_70
114998,Swipe Left,0,train,train_70
104904,Stop Sign,3,train,train_70
61869,Swipe Right,1,train,train_70
76588,Swipe Right,1,train,train_70
31432,Rolling Hand Forward,2,train,train_70
38087,Stop Sign,3,train,train_70
92435,Stop Sign,3,train,train_70
49278,Swipe Right,1,train,train_70
62299,Swipe Left,0,train,train_70
120666,Stop Sign,3,train,train_70
105259,Stop Sign,3,train,train_70
134943,Swipe Right,1,train,train_70
37139,Swipe Left,0,train,train_70
63772,Swipe Left,0,train,train_70
9,Swipe Right,1,train,train_70
3430,Rolling Hand Forward,2,train,train_70
134446,Stop Sign,3,train,train_70
74104,Swipe Left,0,train,train_70
118717,Swipe Right,1,train,train_70
143094,Rolling Hand Forward,2,train,train_70
17936,Swipe Right,1,train,train_70
39787,Stop Sign,3,train,train_70
130934,Swipe Right,1,train,train_70
60616,Rolling Hand Forward,2,train,train_70
43268,Swipe Right,1,train,train_70
98120,Rolling Hand Forward,2,train,train_70
96944,Stop Sign,3,train,train_70
107799,Swipe Right,1,train,train_70
81280,Swipe Left,0,train,train_70
94718,Swipe Left,0,train,train_70
1773,Swipe Left,0,train,train_70
79396,Rolling Hand Forward,2,train,train_70
67929,Swipe Right,1,train,train_70
104808,Rolling Hand Forward,2,train,train_70
21848,Stop Sign,3,train,train_70
72208,Swipe Right,1,train,train_70
87375,Rolling Hand Forward,2,train,train_70
3940,Rolling Hand Forward,2,train,train_70
15583,Swipe Left,0,train,train_70
8606,Stop Sign,3,train,train_70
72488,Rolling Hand Forward,2,train,train_70
36166,Swipe Left,0,train,train_70
9161,Rolling Hand Forward,2,train,train_70
28916,Stop Sign,3,train,train_70
90357,Swipe Left,0,train,train_70
